"date","hour","Total_users","Temperature","Precipitation","Wind_Speed","Humidity","DP_Temp","Solar_Radiation(MJ/m2)","Snowfall","Visibility_10m","GTemperature"
"2020-01-01",0,676,-6.5,0,0,38,-18.5,0,0,2000,-2.8
"2020-01-01",1,988,-5.9,0,1.7,40,-17.3,0,0,2000,-2.4
"2020-01-01",2,905,-5.7,0,0.1,42,-16.5,0,0,1988,-2.4
"2020-01-01",3,537,-5.6,0,0,46,-15.4,0,0,2000,-2.7
"2020-01-01",4,406,-5.4,0,0,50,-14.2,0,0,1908,-2.5
"2020-01-01",5,301,-5.2,0,0,55,-12.8,0,0,1999,-2.2
"2020-01-01",6,288,-4.8,0,1.9,58,-11.8,0,0,1984,-2.1
"2020-01-01",7,350,-4.6,0,2.1,62,-10.7,0,0,1501,-2
"2020-01-01",8,442,-4.6,0,1.8,64,-10.3,0,0,1684,-1.9
"2020-01-01",9,343,-4.3,0,2.3,70,-8.9,0.04,0,736,-1.6
"2020-01-01",10,360,-4.2,0,1.9,76,-7.8,0.17,0,418,-1.1
"2020-01-01",11,545,-3.4,0,1.5,75,-7.2,0.41,0,613,-0.4
"2020-01-01",12,686,-2.2,0.1,1.7,72,-6.5,1,0,1117,-0.1
"2020-01-01",13,866,-1,0,1.6,67,-6.3,0.93,0,1209,0.4
"2020-01-01",14,1054,-0.4,0,1.2,65,-6.1,0.89,0,1226,0.4
"2020-01-01",15,1152,0.3,0,0,62,-6.1,0.68,0,1179,0.8
"2020-01-01",16,1270,0.3,0,0,64,-5.7,0.32,0,1137,0.1
"2020-01-01",17,1273,0.2,0,0.9,65,-5.6,0.09,0,1128,-0.2
"2020-01-01",18,1094,0.1,0,0.8,66,-5.5,0,0,1084,-0.1
"2020-01-01",19,981,0.1,0,0.3,65,-5.7,0,0,1055,-0.1
"2020-01-01",20,891,0,0,1.7,67,-5.4,0,0,1005,-0.1
"2020-01-01",21,925,-0.4,0,2.5,71,-5,0,0,886,-0.3
"2020-01-01",22,908,-0.9,0,1.5,71,-5.5,0,0,897,-0.3
"2020-01-01",23,771,-0.9,0,1,70,-5.6,0,0,895,-0.3
"2020-01-02",0,804,-0.7,0,2.1,70,-5.5,0,0,897,-0.4
"2020-01-02",1,629,-0.7,0,2.2,72,-5.1,0,0,857,-0.3
"2020-01-02",2,388,-0.6,0,2.2,70,-5.4,0,0,887,-0.4
"2020-01-02",3,287,-0.6,0,2.3,70,-5.4,0,0,903,-0.4
"2020-01-02",4,233,-0.7,0,2.1,70,-5.5,0,0,884,-0.4
"2020-01-02",5,273,-0.5,0,1.5,67,-5.8,0,0,964,-0.5
"2020-01-02",6,635,-0.6,0,1.7,69,-5.5,0,0,913,-0.5
"2020-01-02",7,1476,-0.5,0,1.9,65,-6.2,0,0,993,-0.6
"2020-01-02",8,2892,-0.4,0,2.3,67,-5.7,0,0,907,-0.6
"2020-01-02",9,1424,-0.1,0,2.4,67,-5.5,0.07,0,890,-0.3
"2020-01-02",10,868,0.7,0,2,62,-5.7,0.28,0,876,-0.2
"2020-01-02",11,1106,1.7,0,2,57,-5.9,0.59,0,854,0
"2020-01-02",12,1185,2.5,0,1,56,-5.4,0.64,0,803,0.9
"2020-01-02",13,1302,3.4,0,1.8,56,-4.5,0.67,0,720,1.7
"2020-01-02",14,1462,3.7,0,2.3,58,-3.8,0.45,0,788,1.3
"2020-01-02",15,1425,3.8,0,2.8,58,-3.7,0.4,0,699,1.5
"2020-01-02",16,1666,3.7,0,2.5,58,-3.8,0.27,0,641,1
"2020-01-02",17,2230,3.3,0,3.1,62,-3.2,0.1,0,603,0.5
"2020-01-02",18,3560,2.7,0,2.2,61,-4,0,0,642,-0.7
"2020-01-02",19,2178,2,0,2,64,-4.1,0,0,625,-0.1
"2020-01-02",20,1738,1.2,0,0.7,66,-4.4,0,0,570,-0.3
"2020-01-02",21,1583,0.5,0,0.9,68,-4.7,0,0,537,-0.4
"2020-01-02",22,1569,0.3,0,0.4,70,-4.5,0,0,511,-0.5
"2020-01-02",23,1136,-0.4,0,1.5,74,-4.4,0,0,489,-0.8
"2020-01-03",0,1002,0,0,2.6,74,-4,0,0,481,-0.8
"2020-01-03",1,992,-0.5,0,1.4,78,-3.8,0,0,406,-1
"2020-01-03",2,651,-1.1,0,1.4,80,-4.1,0,0,373,-1.4
"2020-01-03",3,419,-1.5,0,1.5,82,-4.1,0,0,358,-1.6
"2020-01-03",4,283,-1.8,0,2.2,81,-4.6,0,0,372,-1.5
"2020-01-03",5,314,-2,0,1.5,81,-4.8,0,0,352,-1.9
"2020-01-03",6,601,-2.5,0,2.4,85,-4.6,0,0,289,-2
"2020-01-03",7,1446,-3,0,1.4,86,-5,0,0,277,-2.4
"2020-01-03",8,2959,-3.3,0,1.7,86,-5.3,0,0,302,-2.6
"2020-01-03",9,1444,-2.6,0,2.2,74,-6.6,0.3,0,465,-1.9
"2020-01-03",10,1012,-1,0,2.2,60,-7.7,0.86,0,638,-0.9
"2020-01-03",11,1252,0.1,0,3.2,48,-9.6,1.32,0,1019,-0.3
"2020-01-03",12,1312,1.7,0,2.4,42,-9.8,1.62,0,808,0.2
"2020-01-03",13,1435,2.9,0,2,35,-11,1.69,0,878,1.4
"2020-01-03",14,1452,4,0,3.1,30,-12,1.7,0,1357,3.1
"2020-01-03",15,1640,4.1,0,2.9,28,-12.8,1.36,0,1257,2.8
"2020-01-03",16,1880,4.3,0,2.1,30,-11.7,0.89,0,1299,1.7
"2020-01-03",17,2498,3.3,0,2.2,35,-10.7,0.35,0,1184,0.2
"2020-01-03",18,3540,2.2,0,1.3,38,-10.6,0.01,0,1196,0
"2020-01-03",19,2229,1.3,0,1.8,39,-11.1,0,0,1305,-0.4
"2020-01-03",20,1560,0.6,0,1.2,43,-10.5,0,0,1182,-0.6
"2020-01-03",21,1502,-0.5,0,1.2,48,-10.1,0,0,1141,-0.8
"2020-01-03",22,1487,-0.8,0,0.6,50,-9.9,0,0,1081,-1.1
"2020-01-03",23,1154,-1,0,0.6,55,-8.9,0,0,1050,-1.5
"2020-01-04",0,1192,-1.5,0,1.4,58,-8.7,0,0,976,-1.8
"2020-01-04",1,1210,-1.6,0,1,59,-8.5,0,0,966,-2.1
"2020-01-04",2,926,-1.9,0,0.7,63,-8,0,0,883,-2.3
"2020-01-04",3,630,-2.1,0,1.1,59,-9,0,0,996,-2.7
"2020-01-04",4,387,-2.3,0,1.5,62,-8.6,0,0,986,-2.9
"2020-01-04",5,279,-2.7,0,1.4,64,-8.5,0,0,955,-2.9
"2020-01-04",6,260,-2.4,0,1.3,64,-8.2,0,0,913,-1.7
"2020-01-04",7,425,-1.8,0,1.6,62,-8.1,0,0,861,-1.3
"2020-01-04",8,832,-1.8,0,1.1,63,-7.9,0,0,869,-1.5
"2020-01-04",9,1016,-1.5,0,1.6,62,-7.8,0.11,0,797,-1.1
"2020-01-04",10,1059,0.1,0,1.2,54,-8.1,0.61,0,752,-0.4
"2020-01-04",11,1312,2,0,1.3,49,-7.6,1.16,0,723,-0.1
"2020-01-04",12,1541,4.2,0,2.8,51,-5,1.5,0,897,0.4
"2020-01-04",13,1798,5,0,2.9,42,-6.8,1.68,0,1027,2.4
"2020-01-04",14,1882,5.6,0,4,40,-6.9,1.62,0,1198,4
"2020-01-04",15,1897,6.1,0,2.2,33,-9,1.35,0,1429,4.2
"2020-01-04",16,1986,5.6,0,3.4,34,-9,0.89,0,1436,2.6
"2020-01-04",17,1956,4.7,0,3.5,36,-9.1,0.35,0,1322,0.5
"2020-01-04",18,1626,3.6,0,1.5,41,-8.4,0.02,0,1247,0.1
"2020-01-04",19,1326,2.7,0,0.8,44,-8.3,0,0,1121,-0.1
"2020-01-04",20,1303,1.8,0,0.5,45,-8.8,0,0,1145,-0.5
"2020-01-04",21,1337,1.6,0,1.9,43,-9.6,0,0,1283,-0.6
"2020-01-04",22,1230,1.2,0,3.3,45,-9.4,0,0,1158,-0.7
"2020-01-04",23,1128,0.7,0,3.5,48,-9,0,0,1140,-1
"2020-01-05",0,1133,-0.3,0,0.8,53,-8.7,0,0,1118,-1.3
"2020-01-05",1,936,-1,0,1.6,53,-9.3,0,0,1168,-1.7
"2020-01-05",2,741,-1.5,0,0.8,52,-10,0,0,1264,-2.1
"2020-01-05",3,556,-1.7,0,2,55,-9.5,0,0,1127,-2.2
"2020-01-05",4,299,-2.1,0,0.7,55,-9.9,0,0,1025,-2.5
"2020-01-05",5,196,-2.4,0,0.9,55,-10.2,0,0,1156,-3
"2020-01-05",6,237,-2.6,0,0,58,-9.7,0,0,1180,-3.3
"2020-01-05",7,347,-3,0,0.4,59,-9.9,0,0,1136,-3.6
"2020-01-05",8,582,-3.1,0,1,61,-9.5,0,0,1051,-3.7
"2020-01-05",9,756,-2.7,0,0.7,58,-9.8,0.28,0,941,-2.8
"2020-01-05",10,904,-0.6,0,0.8,50,-9.7,0.87,0,816,-1.3
"2020-01-05",11,993,2.1,0,0.7,42,-9.5,1.38,0,906,-0.3
"2020-01-05",12,1414,4,0,1.1,35,-10.1,1.66,0,1050,0.3
"2020-01-05",13,1599,5.5,0,0.8,33,-9.5,1.66,0,935,1.8
"2020-01-05",14,1755,6,0,1.8,32,-9.4,1.47,0,1138,3.4
"2020-01-05",15,1889,6.5,0,0.9,30,-9.8,1,0,1095,3
"2020-01-05",16,2068,5.9,0,1.2,29,-10.8,0.56,0,1331,2.1
"2020-01-05",17,1893,5,0,1.1,30,-11.1,0.22,0,1298,0.6
"2020-01-05",18,1588,4,0,0.3,37,-9.4,0,0,1128,0
"2020-01-05",19,1330,3.3,0,1.2,40,-9,0,0,1025,0
"2020-01-05",20,1233,2.9,0,1,42,-8.7,0,0,1006,0
"2020-01-05",21,1217,2,0,1.8,46,-8.4,0,0,1004,-0.2
"2020-01-05",22,1125,1.3,0,1.3,44,-9.6,0,0,1097,-0.4
"2020-01-05",23,916,0.7,0,2.2,47,-9.3,0,0,1182,-0.5
"2020-01-06",0,830,0.8,0,1.3,46,-9.5,0,0,1076,-0.5
"2020-01-06",1,668,0.7,0,2.3,50,-8.5,0,0,1079,-0.6
"2020-01-06",2,458,1.2,0,3.4,44,-9.7,0,0,1185,-0.6
"2020-01-06",3,325,1.1,0,2.7,43,-10.1,0,0,1365,-0.6
"2020-01-06",4,245,1.5,0,1.8,41,-10.3,0,0,1493,-0.4
"2020-01-06",5,317,1.7,0,1.7,40,-10.4,0,0,1492,-0.4
"2020-01-06",6,683,2,0,2.1,40,-10.2,0,0,1481,-0.3
"2020-01-06",7,1658,2.1,0,1.6,42,-9.5,0,0,1423,-0.3
"2020-01-06",8,3061,2.2,0,1.3,43,-9.1,0,0,1315,-0.2
"2020-01-06",9,1374,2.5,0,0.7,42,-9.1,0.04,0,1268,-0.1
"2020-01-06",10,777,3,0,2,44,-8,0.11,0,1066,-0.1
"2020-01-06",11,951,3.5,0,3.4,45,-7.3,0.29,0,1195,0
"2020-01-06",12,955,4.5,0,3.5,51,-4.7,0.64,0,1379,0.4
"2020-01-06",13,868,4,0,3.6,58,-3.5,0.3,0,1230,0.7
"2020-01-06",14,483,3.9,0,4.9,65,-2,0.28,0,1005,1.9
"2020-01-06",15,414,3.7,0.1,4.5,70,-1.2,0.26,0,1121,2.2
"2020-01-06",16,323,3.3,0,3.9,79,0,0.1,0,795,2.1
"2020-01-06",17,403,3,0,3.5,83,0.3,0.01,0,613,1.9
"2020-01-06",18,509,2.8,0.6,4.5,89,1.1,0,0,453,1.7
"2020-01-06",19,581,3.1,0,4.7,92,1.9,0,0,374,1.9
"2020-01-06",20,330,3.4,0,4.8,92,2.2,0,0,483,2.1
"2020-01-06",21,232,3.6,0.5,4.5,93,2.5,0,0,296,2.4
"2020-01-06",22,291,3.8,0,4.3,94,2.9,0,0,317,2.5
"2020-01-06",23,254,4,0,3.4,94,3.1,0,0,257,2.7
"2020-01-07",0,307,4.2,0.6,4.4,95,3.4,0,0,304,2.9
"2020-01-07",1,293,4.3,0,4.5,95,3.5,0,0,348,3.2
"2020-01-07",2,113,4.4,0,5.1,95,3.6,0,0,521,3.3
"2020-01-07",3,52,4.6,2.1,4.5,95,3.8,0,0,522,3.5
"2020-01-07",4,26,5.1,0,2.9,95,4.3,0,0,531,3.8
"2020-01-07",5,25,5.3,0,3.1,95,4.5,0,0,535,4
"2020-01-07",6,42,5.5,7.4,3.3,95,4.7,0,0,698,4.2
"2020-01-07",7,67,5.6,0,3.4,95,4.8,0,0,552,4.3
"2020-01-07",8,215,5.6,0,3.8,95,4.8,0,0,570,4.4
"2020-01-07",9,135,5.8,6.5,3.6,94,4.9,0.01,0,994,4.7
"2020-01-07",10,163,6,0,4,94,5.1,0.06,0,1347,4.9
"2020-01-07",11,81,6.3,0,4.1,93,5.2,0.15,0,615,5.6
"2020-01-07",12,45,6.4,2.4,4.3,94,5.4,0.17,0,538,5.9
"2020-01-07",13,56,6.6,0,2.9,95,5.8,0.12,0,397,6.1
"2020-01-07",14,62,6.7,0,3.6,95,5.9,0.11,0,439,6.2
"2020-01-07",15,70,6.5,4.6,4,95,5.7,0.08,0,382,6
"2020-01-07",16,50,6.7,0,4.8,96,6.1,0.04,0,369,5.9
"2020-01-07",17,92,6.8,0,5,96,6.2,0.01,0,563,5.9
"2020-01-07",18,115,7,7.2,5.3,96,6.4,0,0,631,5.9
"2020-01-07",19,57,7.1,0,5.6,95,6.3,0,0,390,6
"2020-01-07",20,33,7,0,5.3,95,6.2,0,0,649,6.1
"2020-01-07",21,45,7.2,9,4.8,95,6.4,0,0,297,6.3
"2020-01-07",22,68,7.3,0,3.9,96,6.6,0,0,1267,6.3
"2020-01-07",23,43,7.5,0,4.2,95,6.7,0,0,218,6.4
"2020-01-08",0,104,7.7,7.1,0.7,96,7,0,0,379,6.5
"2020-01-08",1,245,8.7,0,5,96,8,0,0,219,7.2
"2020-01-08",2,87,6.5,0,5.8,95,5.7,0,0,635,6.2
"2020-01-08",3,51,5,6.2,5.3,95,4.2,0,0,917,5.3
"2020-01-08",4,59,3.1,0,3.8,95,2.3,0,0,1175,4.2
"2020-01-08",5,48,2.4,0,4.8,95,1.6,0,0,502,3.5
"2020-01-08",6,63,1.8,4,6,95,1,0,0,445,2.8
"2020-01-08",7,378,1.5,0,3.2,95,0.7,0,0,790,2.3
"2020-01-08",8,1515,1.6,0,2.5,95,0.8,0,0,994,2.6
"2020-01-08",9,949,2.2,1.4,1.8,95,1.4,0.06,0,971,3.3
"2020-01-08",10,689,2.7,0,2.8,94,1.8,0.17,0,1270,3.9
"2020-01-08",11,863,3.1,0,2.5,91,1.7,0.23,0,923,4.6
"2020-01-08",12,1054,3.2,0,3.3,87,1.2,0.28,0,515,5.1
"2020-01-08",13,1155,3.4,0,2.7,85,1.1,0.3,0,466,5.4
"2020-01-08",14,1255,3.6,0,2.2,83,0.9,0.3,0,514,5.6
"2020-01-08",15,1368,3.9,0,1.9,80,0.7,0.31,0,828,5.8
"2020-01-08",16,1585,3.9,0,1.8,80,0.7,0.15,0,721,5.1
"2020-01-08",17,2115,3.9,0,2.2,81,0.9,0.04,0,631,4.3
"2020-01-08",18,3137,3.4,0,3.7,83,0.7,0,0,370,3.8
"2020-01-08",19,1920,2.3,0,4,83,-0.2,0,0,375,3.1
"2020-01-08",20,1548,1.5,0,3.3,83,-1,0,0,416,2.6
"2020-01-08",21,1341,0.2,0,4.9,81,-2.6,0,0,482,1.7
"2020-01-08",22,1309,0,0,3,82,-2.7,0,0,391,1.5
"2020-01-08",23,1007,-0.3,0,3.1,75,-4.2,0,0,613,1.1
"2020-01-09",0,896,-0.4,0,3.9,73,-4.6,0,0,604,0.7
"2020-01-09",1,935,-0.5,0,2.1,70,-5.3,0,0,653,0.5
"2020-01-09",2,736,-0.5,0,1,70,-5.3,0,0,613,0.5
"2020-01-09",3,478,-0.6,0,2.2,70,-5.4,0,0,596,0.4
"2020-01-09",4,309,-0.8,0,1.4,73,-5,0,0,573,0.1
"2020-01-09",5,287,-0.9,0,2.4,72,-5.3,0,0,537,0.1
"2020-01-09",6,574,-1.8,0,1.4,70,-6.5,0,0,633,0
"2020-01-09",7,1444,-2.3,0,1.2,74,-6.3,0,0,557,-0.3
"2020-01-09",8,2887,-2.8,0,2.5,75,-6.6,0,0,543,-0.6
"2020-01-09",9,1426,-2.7,0,1.9,73,-6.8,0.19,0,554,-0.5
"2020-01-09",10,949,-2.1,0,2.5,68,-7.2,0.52,0,598,-0.2
"2020-01-09",11,1116,-1.6,0,3.3,63,-7.7,0.91,0,657,-0.1
"2020-01-09",12,1283,-0.7,0,3.3,57,-8.1,1.54,0,859,0.3
"2020-01-09",13,1272,0.1,0,3.6,51,-8.8,1.75,0,979,4
"2020-01-09",14,1366,1.1,0,3.3,51,-7.9,1.66,0,915,6.2
"2020-01-09",15,1368,1.7,0,2.6,49,-7.8,1.33,0,884,5.9
"2020-01-09",16,1588,1.6,0,2.2,49,-7.9,0.88,0,950,4.1
"2020-01-09",17,2143,0.6,0,3.1,55,-7.4,0.35,0,896,1.4
"2020-01-09",18,3091,-0.4,0,2.6,60,-7.2,0.01,0,864,0.4
"2020-01-09",19,1890,-0.8,0,3.4,61,-7.3,0,0,888,0
"2020-01-09",20,1590,-1.2,0,2.4,62,-7.5,0,0,847,-0.4
"2020-01-09",21,1502,-1.7,0,0.5,67,-7,0,0,769,-0.7
"2020-01-09",22,1409,-2.3,0,0.6,67,-7.6,0,0,721,-0.9
"2020-01-09",23,1021,-2.6,0,0.6,72,-6.9,0,0,641,-1
"2020-01-10",0,912,-3.1,0,1.1,76,-6.7,0,0,565,-1.2
"2020-01-10",1,992,-3.2,0,0.6,78,-6.4,0,0,551,-1.5
"2020-01-10",2,705,-3.6,0,0.9,77,-7,0,0,528,-1.8
"2020-01-10",3,463,-3.5,0,0.6,78,-6.7,0,0,500,-1.9
"2020-01-10",4,265,-3.9,0,1.1,83,-6.3,0,0,416,-2.2
"2020-01-10",5,286,-4.3,0,2.1,77,-7.7,0,0,460,-2.3
"2020-01-10",6,570,-4.3,0,1.4,80,-7.2,0,0,379,-2.1
"2020-01-10",7,1393,-4.1,0,0,77,-7.5,0,0,398,-2.1
"2020-01-10",8,2984,-3.8,0,1.3,79,-6.9,0,0,359,-2.1
"2020-01-10",9,1532,-3,0,0,74,-6.9,0.17,0,369,-1
"2020-01-10",10,1048,-1.8,0,0.9,68,-6.9,0.57,0,391,-0.3
"2020-01-10",11,1241,0.1,0,1.5,62,-6.3,1.11,0,416,-0.1
"2020-01-10",12,1273,1.8,0,0.8,55,-6.2,1.49,0,407,0.4
"2020-01-10",13,1372,2,0,3.2,53,-6.5,1.64,0,480,1.5
"2020-01-10",14,1408,3,0,2.2,44,-8,1.66,0,601,3.5
"2020-01-10",15,1495,3.8,0,2.9,43,-7.6,1.38,0,607,4.3
"2020-01-10",16,1721,3.7,0,2.2,41,-8.3,0.94,0,733,3.1
"2020-01-10",17,2395,2.7,0,2.8,40,-9.5,0.41,0,1424,0.5
"2020-01-10",18,3287,1.8,0,2.6,45,-8.8,0.02,0,970,0.2
"2020-01-10",19,1990,1,0,2.8,59,-6.1,0,0,762,0
"2020-01-10",20,1431,0.5,0,1.6,63,-5.7,0,0,814,-0.3
"2020-01-10",21,1333,-0.2,0,1.4,62,-6.6,0,0,866,-0.5
"2020-01-10",22,1376,-0.3,0,2.2,62,-6.7,0,0,841,-0.7
"2020-01-10",23,1027,-0.9,0,1.4,61,-7.4,0,0,804,-0.8
"2020-01-11",0,1118,-1.1,0,1.5,66,-6.6,0,0,749,-0.9
"2020-01-11",1,1384,-1.5,0,0.6,68,-6.6,0,0,717,-1.2
"2020-01-11",2,970,-1.7,0,0.7,75,-5.5,0,0,665,-1.4
"2020-01-11",3,656,-1.8,0,1.1,71,-6.3,0,0,710,-1.7
"2020-01-11",4,395,-2.2,0,1.4,75,-6,0,0,678,-1.9
"2020-01-11",5,260,-2,0,0.4,72,-6.3,0,0,680,-1.4
"2020-01-11",6,250,-1.8,0,0.8,73,-6,0,0,633,-1.6
"2020-01-11",7,421,-2,0,0.6,78,-5.3,0,0,602,-2.2
"2020-01-11",8,797,-2.5,0,1.6,81,-5.3,0,0,536,-2.4
"2020-01-11",9,996,-2.4,0,1.1,77,-5.8,0.24,0,502,-1.7
"2020-01-11",10,1067,-1,0,0.1,70,-5.7,0.54,0,520,-0.6
"2020-01-11",11,1229,1.5,0,1.5,60,-5.4,1.33,0,674,-0.1
"2020-01-11",12,1319,2.6,0,1.1,52,-6.2,1.62,0,812,0.5
"2020-01-11",13,1513,3.5,0,2.7,44,-7.6,1.84,0,924,1.9
"2020-01-11",14,1577,3.4,0,3.1,40,-8.9,1.78,0,1140,4.1
"2020-01-11",15,1691,3.1,0,3.2,41,-8.9,1.45,0,975,4
"2020-01-11",16,1716,3.6,0,3,45,-7.2,0.92,0,845,3.1
"2020-01-11",17,1701,2.3,0,2.9,51,-6.8,0.38,0,820,0.6
"2020-01-11",18,1397,1.1,0,2.9,52,-7.6,0.03,0,1004,0.1
"2020-01-11",19,1064,0.2,0,1.4,53,-8.2,0,0,1141,-0.1
"2020-01-11",20,1012,0,0,4.6,54,-8.2,0,0,1071,-0.3
"2020-01-11",21,1178,-0.3,0,3.1,54,-8.4,0,0,1019,-0.4
"2020-01-11",22,998,-0.7,0,2.7,60,-7.5,0,0,757,-0.5
"2020-01-11",23,877,-1.1,0,1.9,64,-7,0,0,635,-0.6
"2020-01-12",0,1011,-1.4,0,2.4,67,-6.7,0,0,626,-0.5
"2020-01-12",1,865,-1.5,0,2.6,66,-7,0,0,582,-0.5
"2020-01-12",2,719,-1.7,0,2.5,67,-7,0,0,562,-0.6
"2020-01-12",3,488,-1.9,0,1.4,67,-7.2,0,0,558,-0.7
"2020-01-12",4,293,-2.3,0,2.1,73,-6.4,0,0,520,-1.1
"2020-01-12",5,188,-2.8,0,1,75,-6.6,0,0,521,-1.3
"2020-01-12",6,207,-3.1,0,1.8,72,-7.4,0,0,632,-1.8
"2020-01-12",7,316,-3.3,0,1.5,70,-7.9,0,0,686,-1.4
"2020-01-12",8,522,-3.3,0,1.7,71,-7.8,0,0,628,-1.9
"2020-01-12",9,743,-3,0,2.2,70,-7.7,0.25,0,588,-1.3
"2020-01-12",10,768,-2,0,1.7,63,-8.1,0.77,0,585,-0.4
"2020-01-12",11,962,-0.7,0,2.3,57,-8.1,1.26,0,634,-0.1
"2020-01-12",12,1180,0.4,0,3.6,47,-9.6,1.51,0,964,0.1
"2020-01-12",13,1429,1.3,0,3,41,-10.5,1.83,0,1156,0.9
"2020-01-12",14,1437,1.9,0,3.9,41,-9.9,1.76,0,1378,3.4
"2020-01-12",15,1569,2.4,0,3,41,-9.5,1.47,0,1557,4.2
"2020-01-12",16,1657,2.5,0,2.8,43,-8.8,1,0,1588,3.2
"2020-01-12",17,1517,1.1,0,3.2,53,-7.4,0.45,0,1738,0.6
"2020-01-12",18,1305,0,0,3.4,60,-6.8,0.03,0,1434,0.2
"2020-01-12",19,1108,-0.4,0,2.7,62,-6.8,0,0,1406,-0.2
"2020-01-12",20,1078,-0.9,0,1.9,62,-7.2,0,0,1413,-0.5
"2020-01-12",21,987,-0.9,0,2.8,62,-7.2,0,0,1332,-0.6
"2020-01-12",22,904,-1.4,0,3,64,-7.3,0,0,1228,-0.9
"2020-01-12",23,695,-1.9,0,2.3,73,-6.1,0,0,1044,-1.1
"2020-01-13",0,698,-2,0,2.7,73,-6.2,0,0,941,-0.7
"2020-01-13",1,582,-2.4,0,2,72,-6.7,0,0,923,-1.2
"2020-01-13",2,395,-3.2,0,1.6,73,-7.3,0,0,1029,-1.9
"2020-01-13",3,278,-3.9,0,0.7,72,-8.2,0,0,1152,-2.3
"2020-01-13",4,220,-4.2,0,0.9,72,-8.5,0,0,1052,-2.7
"2020-01-13",5,302,-4.4,0,0.7,73,-8.5,0,0,1100,-3
"2020-01-13",6,602,-4.6,0,1.1,75,-8.3,0,0,1101,-3.3
"2020-01-13",7,1432,-4.3,0,1.9,71,-8.7,0,0,1071,-3
"2020-01-13",8,2913,-3.9,0,3.1,71,-8.3,0,0,1051,-3
"2020-01-13",9,1359,-3.9,0,3.7,66,-9.3,0.12,0,1150,-2.7
"2020-01-13",10,903,-3,0,2.8,55,-10.7,0.79,0,1516,-1.9
"2020-01-13",11,1037,-2.2,0,2.9,54,-10.2,1.45,0,1778,-0.6
"2020-01-13",12,1187,-1.5,0,3.4,45,-11.9,1.79,0,1593,0
"2020-01-13",13,1241,-0.7,0,2.8,37,-13.6,1.92,0,1632,0.8
"2020-01-13",14,1213,-0.2,0,4.5,34,-14.2,1.87,0,1910,2.1
"2020-01-13",15,1345,-0.4,0,4.3,33,-14.7,1.59,0,2000,1.8
"2020-01-13",16,1390,0,0,3.2,30,-15.5,1.1,0,2000,0.7
"2020-01-13",17,2022,-0.9,0,3.4,30,-16.3,0.49,0,2000,-0.1
"2020-01-13",18,3121,-1.9,0,2.4,34,-15.7,0.03,0,2000,-0.5
"2020-01-13",19,2073,-2.3,0,2.7,38,-14.7,0,0,1996,-0.8
"2020-01-13",20,1527,-2.8,0,1.7,38,-15.1,0,0,2000,-1.4
"2020-01-13",21,1470,-3,0,1.9,37,-15.6,0,0,2000,-2
"2020-01-13",22,1328,-3.6,0,1.2,40,-15.2,0,0,2000,-2.5
"2020-01-13",23,947,-4.2,0,1,45,-14.3,0,0,1997,-2.9
"2020-01-14",0,899,-4.4,0,0.5,46,-14.3,0,0,1998,-3.2
"2020-01-14",1,874,-4.4,0,1.2,49,-13.5,0,0,2000,-3.5
"2020-01-14",2,619,-4.4,0,1.3,53,-12.5,0,0,1943,-3.6
"2020-01-14",3,410,-4.6,0,0.7,55,-12.2,0,0,1792,-4
"2020-01-14",4,273,-4.9,0,0.9,60,-11.4,0,0,1620,-4.3
"2020-01-14",5,300,-5.4,0,1,64,-11.1,0,0,1485,-4.5
"2020-01-14",6,606,-5.5,0,2.1,63,-11.4,0,0,1647,-4
"2020-01-14",7,1430,-5.5,0,1.7,58,-12.4,0,0,1540,-3.6
"2020-01-14",8,2930,-5.5,0,1.7,59,-12.2,0,0,1559,-4
"2020-01-14",9,1465,-4.6,0,2.2,57,-11.8,0.19,0,1501,-3
"2020-01-14",10,933,-3.5,0,1.3,51,-12.2,0.71,0,1309,-1.9
"2020-01-14",11,1088,-1.4,0,1.1,41,-12.9,1.21,0,1539,-0.5
"2020-01-14",12,1269,0.3,0,1.4,35,-13.4,1.53,0,1641,0
"2020-01-14",13,1319,1,0,1.8,34,-13.1,1.78,0,1506,1.3
"2020-01-14",14,1327,2,0,2.7,30,-13.8,1.69,0,1714,3.2
"2020-01-14",15,1400,2,0,3.2,33,-12.6,1.41,0,1595,2.5
"2020-01-14",16,1551,2.2,0,2.4,22,-17.3,1.03,0,1994,1.2
"2020-01-14",17,2177,1,0,1.9,23,-17.8,0.48,0,2000,-0.1
"2020-01-14",18,3152,-0.2,0,1.9,28,-16.5,0.03,0,2000,-0.4
"2020-01-14",19,1926,-0.8,0,2.3,29,-16.6,0,0,2000,-0.7
"2020-01-14",20,1559,-1.7,0,1.2,41,-13.2,0,0,1959,-1.3
"2020-01-14",21,1486,-2.3,0,1.1,45,-12.6,0,0,1868,-1.9
"2020-01-14",22,1348,-3,0,1.4,46,-13,0,0,1761,-2.5
"2020-01-14",23,963,-3.2,0,0.9,44,-13.7,0,0,1935,-3.1
"2020-01-15",0,908,-3.8,0,0.8,46,-13.7,0,0,1896,-3.6
"2020-01-15",1,743,-4.1,0,1.4,52,-12.5,0,0,1611,-3.7
"2020-01-15",2,632,-4.9,0,1.3,53,-13,0,0,1537,-4.1
"2020-01-15",3,445,-5.1,0,1.8,56,-12.5,0,0,1331,-4.4
